InChIKey,InChI,IC50
141649,N=C1N2C(SCc3ccccc3)=NSC2=NC(=O)\C1=C/c1cccs1, 11100
141650,NC(=O)c1ccccc1NC(=O)\C=C\c1c(Cl)cccc1Cl,>100000
141651,COc1ccc(\C=C2/CCc3ccccc3C2=O)cc1OC, 15800
141652,NC(=NOC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1,>100000
141653,[O-][N+](=O)c1cccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)c1,>100000
141654,CC(=O)Nc1cccc(c1)-c1csc(Nc2ccc(C)cn2)n1, 12700
141655,Clc1c(OC(=O)N2CCCCCC2)ccc2ccccc12, 10600
141656,COc1ccc(C=Cc2nnc([nH]2)-c2ccccc2O)cc1OC, 13600
141657,COc1ccccc1OCc1ccc(cc1)C(=O)Nc1ccccc1F,>100000
141658,CCCOC(=O)c1ccc(NC(=O)\C=C\c2cccs2)cc1, 69700
141659,OC(=O)c1ccc(cc1)N=NCc1ccc(OC(=O)c2ccccc2Cl)cc1, 2160
141660,Fc1ccc(cc1)C(=O)COc1ccc(Cc2ccccc2)cc1, 69300
141661,COC(=O)c1sccc1NC(=O)Cc1ccc(Br)cc1, 20300
141662,Cc1cc(ccc1[N+]([O-])=O)C(=O)Nc1ccc(N2CCCC2)c(Cl)c1,>100000
141663,Nc1c2CCCCc2nc2sc3CCCCCc3c12, 33700
141664,Nc1nc(nc2sc3CCCCc3c12)-c1ccccc1, 10000
141665,CCCCCc1ccc(nc1)-c1ccc(\C=C\C(O)=O)cc1, 11200
141666,O=C1\C(Sc2ccccc12)=C\c1cccs1, 2360
141667,COc1ccc(CN=Nc2cc(nc(n2)N(C)C)N(C)C)cc1, 5620
141668,Oc1cccc(CN=Nc2cc(nc(n2)N2CCCC2)N2CCCC2)c1, 6690
141669,Nc1ccc(cc1)-c1nc2ccc(cc2[nH]1)[N+]([O-])=O, 28300
141670,Cc1cc2nc([nH]c2cc1C)-c1ccc(SCC(=O)Nc2ccc(cc2)S(=O)(=O)NC2CC2)nc1,>100000
141671,Cc1nc(NC(=O)c2ccc(C)cc2)sc1C(=O)Nc1ccc2CCCc2c1,>100000
141672,COc1c([c-](\C=C(/C#N)c2[nH]c3ccccc3[nH+]2)ccc1=O)[N+]([O-])=O, 25900
141673,Cc1c(csc1-c1ccccc1)C(=O)Nc1ccccc1, 6640
141674,C(c1ccccc1)n1nc(nc1-c1ccccc1)-c1ccccc1, 25000
141675,Fc1cc(Br)ccc1NC(=O)Nc1cccs1, 86700
141676,CC(C)CSC1=NSC2=NC(=O)\C(=C/c3cccs3)C(=N)N12, 14900
141677,COc1ccc(\C=C2\CCc3ccccc3C2=O)cc1OC, 18000
141678,Cc1ccc(C\N=c2/c(nn(-c3ccc4OCCOc4c3)n2O)[N+]([O-])=O)cc1,>100000
141679,Fc1ccc(NNC2=c3ccccc3=NC2=O)cc1, 2030
141680,COc1ccc(NC(=S)Nc2ccc3nsnc3c2)cc1, 2300
141681,Cc1ccc(NC2=CC(=NS(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1, 186
141682,Cc1cccc2sc(NC(=O)c3ccc(NS(=O)(=O)c4cccs4)cc3)nc12, 8600
141683,O=C(\C=C\c1ccccc1)n1cnnc1SC\C=C\c1ccccc1, 15200
141684,COc1ccccc1N=Cc1c(O)c2ccccc2oc1=O,>100000
141685,Brc1ccc(cc1)N(\C=C1/Sc2ccccc2C1=O)C(=O)c1ccco1, 19000
141686,Oc1ccc2ccccc2c1C=NNC(=O)c1[nH]ncc1Br,>100000
141687,O=C1c2ccccc2C(=O)C11OC1c1cccc2ccccc12, 2370
141688,OC(=O)c1ccc(COc2ccccc2[N+]([O-])=O)o1, 35600
141689,COc1ccc(cc1OC)C(C)=NOCC(=O)Nc1nc2ccccc2s1, 36100
141690,CCc1cc[n+](cc1)C1=C([N-]S(=O)(=O)c2cccs2)C(=O)c2ccccc2C1=O, 3570
141691,Brc1cc(NC2OC(=O)c3ccccc23)c2ncccc2c1,<1550
141692,CNC(=O)c1ccsc1NC(=O)c1ccc2CCCCc2c1, 8310
141693,CC1CCN(CC1)C(=O)c1c(C)oc2c1C(=O)c1ccccc1C2=O, 13700
141694,COc1ccc2nc(Nc3nc4cc5OCCOc5cc4s3)sc2c1, 66600
141695,Fc1ccc(CSc2cn(CC(=O)N3CCOCC3)c3ccccc23)cc1, 21100
141696,Clc1ccc(CSc2cn(CC(=O)N3CCOCC3)c3ccccc23)cc1, 10300
141697,[O-][N+](=O)c1ccc(s1)C(=O)OCC(=O)NCc1ccccc1, 12800
141698,CCOc1ccc(cc1)N=Cc1c(O)c2ccccc2oc1=O, 26200
141699,CC(C)(C)NC(=O)COC(=O)c1ccccc1Nc1ccc(SC(F)F)cc1, 8890
141700,CCc1cccc2c(c[nH]c12)C(=O)COC(=O)c1ccccc1,>100000
141701,CSc1nc2ccc(NC(=O)c3cc4ccccc4o3)cc2s1, 13500
141702,CC(C)(C)c1ccc2C(=O)c3ccccc3C(=O)c2c1, 4050
141703,CCCCNc1nc(N)nc(n1)-c1cc(Cl)ccc1O,>100000
141704,Cc1cc(C)c[n+](c1)C1=C([N-]S(=O)(=O)c2cccs2)C(=O)c2ccccc2C1=O, 15100
141705,Cc1cc(C)n(CCc2nc(cs2)-c2ccc(cc2)-c2ccccc2)n1, 20500
141706,CCNc1nc(N)nc(n1)-c1cc(Cl)ccc1O, 12000
141707,Cc1c(\C=C\C(=O)c2ccccc2O)cnn1C, 14200
141708,FC(F)Sc1ccc(NC(=O)Cc2ccccc2F)cc1,>100000
141709,CC(=NOC(=O)c1ccc(Br)cc1)c1ccccn1, 1310
141710,O=C(Nc1ccc(cc1)N1CCCC1)\C=C\c1ccco1,>100000
141711,COc1cccc(c1)C(=O)NC(=S)Nc1ccc(cc1)N(C)C, 16100
141712,Cc1ccc(Nc2c(O)c3ccccc3c(O)c2NCC=O)cc1, 6660
141713,Brc1ccc(cc1)C(=O)NCCSc1ccccc1, 22400
141714,Cc1ccc(C=NN=Cc2ccc(C)s2)s1, 18700
141715,COc1cc2C[C@@H]3[NH+](C)CCc4cc(OC)c(OC)c(-c2cc1OC)c34, 2210
141716,Fc1ccc(NC2=C(NC(=O)c3ccc(Cl)cc3)C(=O)c3ccccc3C2=O)cc1, 8560
141717,CN(C)C(=O)COC(=O)c1ccccc1Nc1ccc(SC(F)F)cc1, 12800
141718,Cc1c(Cl)cnc(NC(=O)COC(=O)c2ccc(s2)[N+]([O-])=O)c1Cl, 5920
141719,CN1C(=O)\C(=N/NC(=O)c2cc(C)oc2C)c2ccccc12, 4840
141720,[O-][N+](=O)c1ccc(s1)C(=O)OCC(=O)Nc1ncc(cc1Cl)C(F)(F)F, 5680
141721,CCN(CC)c1ccc(cc1)C(=O)OCC(=O)Nc1sccc1C#N, 11500
141722,COc1ccc(CN=Nc2nncc3ccccc23)c(OC)c1, 11100
141723,[O-][N+](=O)c1ccc(s1)C(=O)OCC(=O)Nc1ccccc1, 4390
141724,[O-][N+](=O)c1ccc(s1)C(=O)OCC(=O)NCc1ccc(F)cc1, 3680
141725,O=Nc1ccc(NOC(=O)c2ccccc2)cc1, 21700
141726,Clc1ccccc1NS(=O)(=O)c1cccc(c1)C(=O)Nc1ccc2CCCc2c1, 47300
141727,Cc1ccc(cc1)-c1nnc(SCC(=O)NC(=O)Nc2ccc(C)cc2C)n1N,>100000
141728,COCCn1c(C)cc(C(=O)CSc2nc3ccccc3s2)c1C, 27400
141729,Clc1ccc(NC(=S)Nc2cccc3cnccc23)cc1, 2870
141730,CN(c1ccccc1)c1ccc(C=NN2CCOCC2)cc1, 27300
141731,CN(C1CCS(=O)(=O)C1)C1=C(NC(C)=O)C(=O)c2ccccc2C1=O, 5250
141732,Clc1nc(nc2scc(-c3ccccc3)c12)-c1ccccn1, 6700
141733,N(N=Cc1ccccc1)C1=Nc2cccc3cccc1c23,>100000
141734,Cc1cnc(NC(=O)c2sc3ccccc3c2Cl)s1,>100000
141735,CSc1ccc(\C=C\C(=O)c2ccc(O)cc2)cc1, 9400
141736,CCOC(=O)c1c(NS(=O)(=O)c2ccccc2)n(CCCOC)c2nc3ccccc3nc12, 596
141737,COC(=O)c1ccc(nc1C)-c1ccc(F)cc1, 31900
141738,Cc1nc(Cl)sc1C(=O)Nc1ccc2ccccc2c1, 23900
141739,CCOc1ccc(C=NNC(=O)c2ccc(Cn3cc(Br)cn3)o2)cc1, 52700
141740,Cc1ccc(cc1)-c1cn2cc(ccc2n1)[N+]([O-])=O, 5310
141741,O=C1C=CC(=CCc2ccnc3ccccc23)C=C1,>100000
141742,CC(N=Nc1ccc(cc1)[N+]([O-])=O)c1ccco1, 10600
141743,Nc1cc(Cl)nc(N=NCc2c(O)ccc3ccccc23)n1,>100000
141744,COc1ccc(cc1)C(N)=NOC(=O)Cc1cccs1, 37200
141745,Cc1ccc(COc2ccc(CN=O)cc2)cc1, 14600
141746,Oc1c(Cl)c(N=CC=C)c(O)c2ccccc12, 9070
141747,COc1ccc(NC(C)=C2C(=O)c3ccccc3C2=O)cc1, 5080
141748,Cc1cc(C=C2C(=O)c3ccccc3C2=O)c(C)n1C, 56100
141749,Cc1ccc(cc1)-n1nnc(n1)-c1cccnc1Cl, 4030
141750,OC(=O)c1ccccc1NC1=CC(=O)C(=O)c2ccccc12, 2000
141751,O=C1Nc2ccccc2\C1=C1\SC(NS(=O)(=O)Cc2ccccc2)=NC1=O, 15700
141752,COc1cc(NC(=O)c2cccc(Br)c2)nc(OC)n1, 31000
141753,Oc1ccc(cc1)-n1nnnc1SCC(=O)Nc1sccc1C#N, 30500
141754,Cc1ccc(OCc2nc(no2)-c2cccs2)c(c1)[N+]([O-])=O, 11900
141755,CC(C)C(=O)Nc1ccc2nn(nc2c1)-c1ccccc1,>100000
141756,Cc1ccc(C=NOC(=O)c2nn(C)cc2Cl)cc1, 39000
141757,CN(C)c1ccc(cc1)-c1nnc(o1)-c1cccs1,>100000
141758,Cc1ccc(SCC(=O)Nc2cc(ccc2O)[N+]([O-])=O)cc1, 25600
141759,CC(C)=CC(=O)Nc1ccc(OCc2ccccc2)cc1, 25900
141760,CNC(=S)Nc1ccc(cc1)-c1nc2ccc(C)cc2s1, 5180
141761,Oc1ccccc1C=Cc1noc(n1)-c1ccccc1O,>100000
141762,FC(F)(F)c1nnc(NC(=O)c2ccc(Br)s2)s1, 22600
141763,O=C(c1coc2c1C(=O)c1ccccc1C2=O)c1ccccc1, 4610
141764,Oc1ccccc1-c1csc(n1)-c1ccccc1, 7620
141765,COc1cccc(c1)-c1nc(=S)c2CCCCc2o1, 20500
141766,CC(=O)c1sc(N=NCc2ccccc2O)nc1C, 10300
141767,Oc1ccc(cc1)\N=C\c1ccc(OCc2ccccc2)cc1, 16400
141768,Brc1ccc(s1)C(=O)Nc1ccc2CCCc2c1, 5030
141769,CCOc1ccc[c-](C=[NH+]NC(=S)Nc2ccccc2[N+]([O-])=O)c1=O, 10300
141770,Cc1nc(Nc2ccc(cc2)C(O)=O)sc1-c1ccccc1, 787
141771,CCOC(=O)c1ccc(NC(=O)\C=C\c2cccs2)cc1, 15000
141772,COc1ccccc1NC(=O)CCSc1ccc(C)cc1, 34900
141773,COc1cccc(NC(=O)c2csc3CCCCc23)c1, 15500
141774,Oc1ccccc1C(=O)NC(=O)\C=C\c1ccc(Br)cc1, 15200
141775,COc1cccc(NC(=O)C(=S)NC2CCCCC2)c1, 20800
141776,COc1cccc(c1)-c1nc2ccc(cc2o1)[N+]([O-])=O,>100000
141777,COc1cc(C(=O)c2nccc3cc(OC)c(OC)cc23)c(cc1OC)[N+]([O-])=O, 936
141778,Nn1c(SCc2ccccc2)nc2n(ncc2c1=O)-c1ccccc1,>100000
141779,COc1ccc(C)cc1NC(=O)Nc1cccc(C)c1, 12200
141780,[O-][N+](=O)c1cccc(c1)-c1cn2ccccc2n1, 58400
141781,CCCCCc1ccc(nc1)-c1ccc(OC)cc1, 41800
141782,Cn1c(nc2ccccc12)C(=Cc1ccc(O)cc1)C#N, 28300
141783,COc1ccc(cc1)-c1cc(n[nH]1)-c1cc(C)ccc1O, 10300
141784,Cc1ccccc1C=Cc1nc2ccccc2c(=O)[nH]1, 2740
141785,Cc1c(cccc1-c1ccc(C=C2NC(=O)N(C2=O)c2ccccc2)o1)C(O)=O, 28600
141786,[O-][N+](=O)c1ccc(cc1)C(=O)NNc1cc(nc(n1)N1CCOCC1)N1CCOCC1, 6720
141787,Nc1ccc(N2CCCCC2)c2nonc12, 9430
141788,CN(C)c1cc(N=NCc2ccccc2)nc(n1)N(C)C, 6000
141789,Nc1ccc(Br)c2cccnc12, 7460
141790,[O-][N+](=O)c1ccc(cc1)C(=O)NNc1cc(nc(n1)N1CCCC1)N1CCCC1, 1810
141791,CCOC(=O)C(=C\c1ccc(cc1)N1CCCCC1)\C#N, 41400
141792,CC(C)N(C(C)C)C(=O)Nc1ccc2nsnc2c1, 2390
141793,CCOC(=O)\C=C(/C)N1N=C(CC1c1ccccc1)c1ccccc1, 19700
141794,CC(C)c1ccc(NC(=O)c2cccc(Br)c2)cc1, 2490
141795,Clc1cccc(NC(=O)c2ccc(OC(=S)N3CCOCC3)cc2)c1,>100000
141796,Cc1ccc(OCc2nc(no2)-c2ccccc2)cc1, 47100
141797,CCOC(=O)c1sc(Nc2ccccc2Cl)nc1C, 19800
141798,Brc1ccccc1NC(=O)Nc1cccs1, 33500
141799,Brc1ccc(CN=Nc2ccccn2)cc1, 4070
141800,O=C1C=C(Nc2ccccc2)c2ccccc2C1=O, 5800
141801,COc1ccc(CN=Nc2cc(nc(n2)N2CCCC2)N2CCCC2)cc1, 2710
141802,OC(=O)c1ccc(NC2=CC(=NS(=O)(=O)c3ccccc3)c3ccccc3C2=O)cc1, 743
141803,[O-][N+](=O)c1ccc([N-]\N=[NH+]\c2ccccc2)cc1, 46500
141804,CC(C)(C)c1ccc(NC(=O)c2ccccc2)c(c1)[N+]([O-])=O, 28600
141805,CCCc1ccc(OC(=O)c2ccc(O)cc2Cl)cc1, 8840
141806,Cc1[nH]n(C(N)=S)c(=O)c1N=Nc1ccccc1, 21600
141807,COc1ccc2c(C#N)c3ccccn3c2c1, 16600
141808,CCOC(=O)c1ccc(Nc2cnc3ccccc3n2)cc1,>100000
141809,Cc1ccc(O)c(c1)C1=Nc2ccccc2C1(C)C, 18200
141810,Clc1ccc(CSc2nc3ccsc3c(=O)[nH]2)cc1, 6140
141811,Fc1ccc(cc1)-c1cc2C(=O)c3ccccc3-c2nn1, 2500
141812,CCC(=O)N(C(C)C)c1c(O)c2ccccc2c(O)c1N=C, 16700
141813,Cc1nn2cc(cnc2c1Br)-c1ncc(cc1Cl)C(F)(F)F, 44800
141814,[O-][N+](=O)c1cccc(CN=Nc2ccccn2)c1,>100000
141815,CC(=O)N1C(=O)C(=C2SC(=S)N(NC(=O)c3ccc(O)cc3)C2=O)c2ccccc12, 3100
141816,[O-][N+](=O)c1ccc(s1)C(=O)OCC(=O)NC(=O)NCc1ccccc1, 4590
141817,CN(C)c1ccc(cc1)C(=O)\C=C\c1ccccc1, 11600
141818,COc1ccccc1NC(=O)COC(=O)c1ccc(s1)[N+]([O-])=O, 4940
141819,CCOC(=O)c1c(C)[nH]c(N=Nc2cccc(OC)c2)c1C, 11700
141820,O=C(\C=C\c1cccs1)c1ccc(cc1)N1CCOCC1, 5470
141821,O=C(CSc1ncnc2ccccc12)c1cccs1, 23900
141822,COC(=O)c1ccc(cc1)\N=N\c1ccccc1, 13200
141823,Clc1cccc(OCn2nnc3ccccc3c2=O)c1, 34000
141824,CSc1ncccc1C(=O)OCc1ccccc1Cl, 10600
141825,O=C1CC(\C=C\c2ccccc2)=Nc2ccccc2N1, 33200
141826,N(c1nc2ccccc2s1)c1ccccc1, 6500
141827,CC(OC(=O)c1ccc(s1)[N+]([O-])=O)C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O, 7320
141828,O=c1n2CCCc2nc2sc(cc12)-c1ccccc1, 20800
141829,Fc1ccccc1SCc1nnc(o1)-c1ccccc1Br, 12100
141830,Oc1ccc(cc1)-c1cc(=O)c2cc(O)ccc2o1, 87700
141831,Brc1ccc(o1)C(=O)Nc1c(C#N)c2nc3ccccc3nc2n1-c1ccccc1, 2030
141832,CCO\C=C1\C(=O)N(C(=O)c2ccccc12)c1ccc(OC)cc1, 8550
141833,Cc1cccc(c1)N=Nc1cnc(N)s1, 25800
141834,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)CCc1ccc(O)cc1, 10000
141835,[O-][N+](=O)c1ccc(=O)[c-](c1)C1CC(N=[NH+]1)c1ccccc1F, 43500
141836,CCN(CC)c1ccc(C=NNC(=O)c2ccoc2C)c(O)c1, 849
141837,CCN1C(=O)C(=NNc2ccc3ccccc3n2)c2ccccc12, 1110
141838,CC(C=C1SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O)=Cc1ccccc1, 2640
141839,OC(=O)c1ccc(cc1)N=NCc1cn(Cc2ccccc2F)c2ccccc12, 2600
141840,OC(=O)c1ccc(cc1)N=NCc1cn(Cc2ccc(F)cc2)c2ccccc12, 7910
141841,Cc1cc(C)c(O)c(c1)-c1cc([nH]n1)C(=O)Nc1cccnc1,>100000
141842,CN1C(=S)S\C(=C/c2cc(C)n(c2C)-c2ccc(O)cc2)C1=O, 4660
141843,COc1cccc(OCc2cc(CN=Nc3ccc(cc3)C(O)=O)ccc2OC)c1, 6910
141844,CC(C)c1ccc(Nc2[nH]nc(C)c2[N+]([O-])=O)cc1, 10100
141845,Cc1ccc(NC(=O)COc2cccc(\C=C3/SC(=S)N(CCC(O)=O)C3=O)c2)cc1Cl,>100000
141846,Cc1ccc(CN2CCN(CC(=O)NN=Cc3ccccc3F)CC2)cc1, 27000
141847,Fc1ccc(cc1)C(=O)n1n2ccccc2nc1=S, 60400
141848,CC(C)(C)c1cc[n+](cc1)C1=C([N-]S(=O)(=O)c2cccs2)C(=O)c2ccccc2C1=O, 5530
141849,Cc1cc(c[c-](\C=[NH+]\NC(=O)C2COc3ccccc3O2)c1=O)[N+]([O-])=O, 28400
141850,Cl\C(C=NNC(=O)c1cccs1)=C\c1ccccc1,>100000
141851,Br\C(C=NNC(=O)c1cccs1)=C\c1ccccc1,>100000
141852,Cc1cc(C(=O)NN=C\C(Cl)=C\c2ccccc2)c(C)o1, 22600
141853,Cc1cccc(c1)C(=O)n1n2ccc(C)cc2nc1=S, 86400
141854,Brc1c(nc2-c3ccccc3Cn12)-c1ccccc1, 6750
141855,CCOC(=O)C1=C(C)OC2(O)c3ccccc3C(=O)C12O, 2700
141856,Cn1cc(\C=C\C(=O)c2ccccc2)c2ccccc12, 7580
141857,CC(=O)Oc1cccc(\C=C2/Sc3ccccc3C2=O)c1, 3990
141858,CCCC[n+]1ccn(c1)C1=C([N-]S(=O)(=O)c2ccc(Cl)cc2)C(=O)c2ccccc2C1=O, 12400
141859,C\C(\C=C1/SC(=S)N(NS(=O)(=O)c2ccc(C)cc2)C1=O)=C/c1ccccc1, 3120
141860,ClCCCC1C(=O)C(=O)c2ccccc2C1=O, 7230
141861,CC(C)OCCC=Nc1c(Cl)c(O)c2ccccc2c1O, 8480
141862,OC(=O)C1CCN(CC1)C1=C(Cl)C(=O)c2ccccc2C1=O, 12600
141863,COc1ccc(cc1)-c1cc2ccccc2[nH]1, 34500
141864,NC(=O)c1ccccc1OCC(=O)Nc1ccc(Cl)c(Cl)c1,>100000
141865,CC(C)=CCC1=C(OCC(O)=O)C(=O)c2ccccc2C1=O, 2530
141866,Fc1cccc(c1)C(=O)Nc1ccc2ccccc2c1, 5720
141867,CCOc1ccc(C=C2CCc3ccccc3C2=O)cc1, 1420
141868,CCOC(=O)Nc1ccc2nc(sc2c1)N1CCCCCC1, 33100
141869,[O-][N+](=O)c1ccc(\C=C2/CCc3ccccc3C2=O)cc1, 789
141870,Nc1ccc(C=Cc2ccc3ncccc3c2)cc1, 9320
141871,CN(C)c1ccc(cc1)\N=N\c1cccc2ccoc12, 8070
141872,COc1ccccc1N(N=C1Sc2ccccc2C1=O)C(C)=O, 4280
141873,OCCn1c2ccccc2nc2ccc(cc12)=[N+]1CCOCC1, 8080
141874,Cc1cc(N=NCc2ccc3OCOc3c2)nc2ccccc12, 17600
141875,CC(C)(C)c1cc[n+](cc1)C1=C([N-]S(=O)(=O)c2ccccc2)C(=O)c2ccccc2C1=O, 8450
141876,Clc1ccccc1NC(=O)Nc1ccc(Br)cc1, 7190
141877,COc1nc(C)ccc1-c1noc(n1)-c1cccs1, 32700
141878,Cc1ccc(C=Cc2nc3ccccc3c(=O)[nH]2)cc1, 961
141879,CCOC(=O)NNc1ccc2nonc2c1[N+]([O-])=O, 4960
141880,Nc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccccc1,>100000
141881,OC(=O)c1ccc(cc1)-c1nc2scc(-c3ccccc3)c2c(=O)[nH]1, 56100
141882,Nc1nc(SCC(O)=O)cc2c(C#N)c(nc(N)c12)N1CCCCC1, 8260
141883,CC(C)NC(=O)c1ccc2c3OCc4cc(Cl)ccc4-n3nc2c1, 81800
141884,NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc(s2)[N+]([O-])=O)cc1, 4590
141885,Cc1cc(O)c(cc1C)-c1cc([nH]n1)C(=O)Nc1cccnc1,>100000
141886,O=C1N=C(Nc2ccccc2)SC1=Cc1c[nH]c2ccccc12,>100000
141887,[O-][N+](=O)c1ccc(s1)C(=O)OCC(=O)Nc1cccc(c1)S(=O)(=O)\[NH+]=C1\CCCCC[N-]1, 4620
141888,OC(=O)c1ccc(cc1)N=NCc1ccc(o1)-c1cc(Cl)ccc1Cl,>100000
141889,[O-][N+](=O)c1ccc(=O)[c-](C=[NH+]NC(=S)Nc2ccc(Cl)cc2Cl)c1, 3150
141890,NC(=N[N-][CH+]c1ccc(cc1)[N+]([O-])=O)c1nonc1N,>100000
141891,CC1Cc2cc(C=C3SC(S)=NC3=O)ccc2O1, 8720
141892,OC(=O)COc1ccccc1C=NNC(=O)CSc1nnc(SCc2ccc(Cl)cc2)s1, 22500
141893,C(N=Nc1ccccc1)c1nc2ccccc2s1,>100000
141894,Fc1cccc(F)c1-c1nc(no1)-c1ccc(Cl)cc1, 5780
141895,C1C2CCc3ccccc3C2=NN1c1ccccc1, 30400
141896,CC(C)(C)C(=O)OCc1nc(cs1)-c1ccc(F)cc1, 28900
141897,Cc1ccc(cc1C)C(=O)NC1(O)C(=O)c2ccccc2C1=O, 3480
141898,Cc1noc(C)c1-c1nc(no1)-c1cccc(C)c1,>100000
141899,COC(=O)c1sc(cc1N)-c1ccc(Cl)cc1, 4350
141900,OC1(NC(=O)c2c(Cl)cccc2Cl)C(=O)c2ccccc2C1=O, 3530
141901,N(c1nnc(o1)-c1cccc2ccccc12)c1ccccc1,>100000
141902,FC(F)(F)c1ccnc(Oc2ccc(cc2)C2=NCCS2)c1, 4940
141903,COc1cccc(c1)-c1nnc(o1)-c1ccccc1[N+]([O-])=O,>100000
141904,OC1(NC(=O)c2ccc(cc2)C(F)(F)F)C(=O)c2ccccc2C1=O, 2660
141905,COc1ccc(OC)c(Nc2cc3ccccc3c(=O)[nH]2)c1,<1550
141906,O=c1[nH]c(cc2ccccc12)N1CCOCC1,<1550
141907,O=c1[nH]c(Nc2ccccc2)cc2ccccc12, 345
141908,CCCOc1cc2c(C#N)c(nc(N)c2c(N)n1)N1CCCC1, 3960
141909,CCOC(=O)c1ccc(Nc2cc3ccccc3c(=O)[nH]2)cc1, 6630
141910,Fc1ccc(Nc2cc3ccccc3c(=O)[nH]2)cc1, 2990
141911,COc1cc2c(C#N)c(nc(N)c2c(N)n1)N1CCCC1, 2240
141912,Clc1ccccc1Nc1cc2ccccc2c(=O)[nH]1, 3140
141913,CC(=C)c1sc(nc1C)-c1ccc(Cl)cc1, 21400
141914,CC(N=O)c1ccc2ccc3ccccc3c2c1, 16700
141915,Cc1ccc(o1)C(=O)Nc1nc2ccc(Cl)cc2s1,>100000
141916,Oc1ccc2occ(C(=O)c3ccc(Br)cc3)c2c1, 6000
141917,Cc1cccc(C=NN=Cc2cccc(C)c2)c1, 27600
141918,OC(=O)c1ccc2cc([nH]c2c1)-c1ccccc1, 1080
141919,Nc1ccccc1C#Cc1ccc(cc1)[N+]([O-])=O, 31000
141920,O=C(Nc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,>100000
141921,c1cc2cccccc2c1\N=N\c1ccccc1, 13900
141922,Cc1[nH][nH]c(=O)c1N=Nc1ccc(Br)c(Cl)c1, 3790
141923,Clc1ccc(cc1)C(=O)CC=Nc1ccccc1C#N, 4070
141924,CCOC(=O)CN1C(=O)S\C(=C/c2ccc(o2)-c2cccc(C(O)=O)c2C)C1=O, 18000
141925,OC(=O)C(Oc1ccc2cc(-c3ccc(Cl)cc3)c(=O)oc2c1)c1ccccc1, 31300
141926,CCOc1cccc(c1)C(=O)Nc1ccc2ccccc2c1, 2370
141927,Fc1ccccc1COc1ccc(cc1)C(=S)N1CCCC1, 17100
141928,Fc1ccc(COc2ccc(cc2)C(=S)N2CCCC2)cc1, 8990
141929,S=C(N1CCCC1)c1ccc(OCc2ccccc2)cc1, 11100
141930,COc1ccc(cc1)-n1nc2cc(N)c(Br)cc2n1, 8100
141931,CCCC1CCC(=CC1=O)c1ccc(OCC)cc1, 29600
141932,COc1cccc(c1)C(=O)Oc1ccc2ccc(O)cc2c1, 20900
141933,Cc1ccccc1C(=O)Oc1ccc2ccc(O)cc2c1, 10400
141934,Cc1cccc(c1)C(=O)Nc1scc(c1C(O)=O)-c1ccc(Br)cc1, 4280
141935,Cc1ccc(cc1C)C(=O)Nc1cccc2cccnc12, 14500
141936,COc1ccc(C(=O)Nc2ccc3ccccc3n2)c(OC)c1OC, 2950
141937,[O-][N+](=O)c1cccc(c1)C(=O)Nc1ccc(cc1)C1CC1(Cl)Cl, 7840
141938,Brc1ccc(NN=Nc2ccccc2)cc1, 11200
141939,Fc1ccccc1C(=O)Nc1nnc(CCc2ccccc2)s1,>100000
141940,Cc1cc(C)n2nc(cc2n1)-c1cccc(Br)c1, 24400
141941,Cc1cc(C)nc(Nc2nc(cs2)-c2ccccc2)n1, 2100
141942,COc1cc(OC)cc(c1)C(=O)Nc1ccc(Nc2ccccc2)cc1, 17800
141943,COc1cccc(c1)C(=O)Oc1ccc(CN=Nc2ccc(cc2)C(O)=O)cc1OC, 14300
141944,CS(=O)(=O)Nc1ccc(cc1)C(=O)Nc1ccc2ccccc2c1,>100000
141945,CN1C(=O)S\C(=C\c2ccc(OCc3cccc(c3)C(O)=O)cc2)C1=O, 4420
141946,NS(=O)(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc23)cc1, 2890
141947,Oc1ccc(Cl)cc1N=Nc1ccccc1, 35400
141948,COc1ccc(C=NN2CCN(CC2)c2ccccc2OC)cc1Br, 25000
141949,OC(=O)c1cc(ccc1Cl)-c1ccc(\C=C2/SC(=O)N(CC#C)C2=O)o1, 11600
141950,Oc1ccc(\C=C2\SC(=S)N(Cc3ccccc3)C2=O)cc1, 8000
141951,O=C(Nc1nnc(CCc2ccccc2)s1)c1ccccc1, 6980
141952,Clc1ccc(NC(=O)c2ccc(Oc3ccccc3)cc2)nc1, 3220
141953,Cc1ccc(NC(=O)c2ccc3OCOc3c2)cc1Cl, 5350
141954,COc1cccc(c1)N=Cc1c(O)c2ccccc2oc1=O,>100000
141955,Cc1ccc(N=Cc2c(O)c3ccccc3oc2=O)c(C)c1,>100000
141956,COCC(=O)Nc1nc(cs1)-c1ccc(cc1)-c1ccccc1,>100000
141957,CC(C)c1ccc(cc1)N=Cc1c(O)c2ccccc2oc1=O, 30500
